Geneid	/scratch/user/smit1924/preeclampsia_sex_chromosome_informed/deduplicated_clearBox/deduplicated_bams/SCP3954_marked_duplicates.bam	/scratch/user/smit1924/preeclampsia_sex_chromosome_informed/deduplicated_clearBox/deduplicated_bams/SCP4733_marked_duplicates.bam	/scratch/user/smit1924/preeclampsia_sex_chromosome_informed/deduplicated_clearBox/deduplicated_bams/STP0148_marked_duplicates.bam	/scratch/user/smit1924/preeclampsia_sex_chromosome_informed/deduplicated_clearBox/deduplicated_bams/STP0596_marked_duplicates.bam	/scratch/user/smit1924/preeclampsia_sex_chromosome_informed/deduplicated_clearBox/deduplicated_bams/STP0932_marked_duplicates.bam	/scratch/user/smit1924/preeclampsia_sex_chromosome_informed/deduplicated_clearBox/deduplicated_bams/STP1206_marked_duplicates.bam
ENSG00000188668.4	1	1	0	0	0	0
ENSG00000222300.1	0	0	0	0	0	0
ENSG00000115183.14	689	393	347	375	390	298
ENSG00000213189.5	0	0	0	0	0	0
ENSG00000202029.1	0	0	0	0	0	0
ENSG00000226878.2	0	0	0	0	0	0
ENSG00000275141.1	0	0	0	0	0	0
ENSG00000196151.10	200	106	391	61	105	138
ENSG00000123636.17	2466	1736	1434	699	1081	1311
ENSG00000223642.7	24	9	4	1	2	10
ENSG00000270893.1	8	6	1	0	0	2
ENSG00000225369.1	0	0	0	0	0	0
ENSG00000207117.1	0	1	0	0	0	0
ENSG00000224152.1	23	15	23	20	10	12
ENSG00000226266.6	29	18	15	6	10	14
ENSG00000230783.1	3	0	3	0	0	1
ENSG00000136536.14	1789	1355	2524	637	900	991
ENSG00000241399.6	370	110	95	149	69	97
ENSG00000248672.5	0	0	0	0	0	0
ENSG00000054219.10	37	10	8	9	5	3
ENSG00000227055.1	0	0	0	0	0	0
ENSG00000153246.12	251	166	199	138	60	96
ENSG00000115221.11	159	54	142	105	60	40
ENSG00000285155.1	0	0	0	0	0	0
ENSG00000285373.1	2	0	2	0	1	1
ENSG00000153250.19	5031	3090	5036	1198	2562	2750
ENSG00000283734.1	0	0	0	0	0	0
ENSG00000279844.1	6	3	0	0	1	0
ENSG00000244372.3	0	0	0	0	0	0
ENSG00000232337.1	0	0	0	0	0	0
ENSG00000224467.1	0	0	0	0	0	0
ENSG00000136560.13	858	596	1078	303	413	407
ENSG00000235724.8	7	3	3	0	1	0
ENSG00000227403.1	7	14	37	3	10	7
ENSG00000225813.1	0	0	0	0	0	0
ENSG00000115233.11	591	208	1332	435	175	349
ENSG00000232320.6	0	0	0	0	0	0
ENSG00000271924.1	0	0	0	0	0	0
ENSG00000136535.14	0	1	0	0	0	0
ENSG00000224076.5	0	0	0	0	0	0
ENSG00000251621.1	0	0	0	0	0	0
ENSG00000144290.16	2	0	4	1	0	0
ENSG00000280105.1	0	0	0	0	0	0
ENSG00000226121.2	3	3	4	1	5	3
ENSG00000238570.1	0	0	0	0	0	0
ENSG00000226946.1	0	0	0	0	0	0
ENSG00000235716.1	0	0	0	0	0	0
ENSG00000234732.1	0	0	0	0	0	0
ENSG00000197635.9	3671	1637	5802	2211	860	1382
ENSG00000230918.1	2	1	5	4	0	0
ENSG00000231445.1	2	0	1	1	0	1
ENSG00000224674.1	0	0	0	0	0	0
ENSG00000233397.2	1	0	1	0	0	0
ENSG00000115263.14	0	1	0	0	0	1
ENSG00000236841.7	4	5	6	2	0	2
ENSG00000078098.13	210	63	341	196	44	105
ENSG00000115267.6	445	228	430	373	178	171
ENSG00000115271.10	676	63	267	182	83	77
ENSG00000184611.11	31	17	22	5	11	4
ENSG00000212312.1	1	0	0	0	0	0
ENSG00000237750.2	9	4	2	1	2	1
ENSG00000230282.1	0	0	0	0	0	0
ENSG00000200902.1	0	0	0	0	0	0
ENSG00000182263.13	207	160	331	82	254	118
ENSG00000237844.1	0	0	0	0	0	0
ENSG00000226847.1	0	0	0	0	0	0
ENSG00000229641.1	0	0	0	0	0	0
ENSG00000115290.9	219	81	8	43	75	51
ENSG00000277998.1	1	0	3	0	1	0
ENSG00000082438.15	18072	12147	8306	3033	15326	9090
ENSG00000224331.2	63	9	5	2	22	12
ENSG00000206869.1	10	1	1	1	0	2
ENSG00000236283.4	110	18	22	22	22	22
ENSG00000199508.1	0	0	0	0	0	0
ENSG00000223318.1	0	0	0	0	0	0
ENSG00000169507.9	25	13	12	0	6	9
ENSG00000153253.16	34	7	11	4	7	14
ENSG00000136531.15	46	17	4	7	2	15
ENSG00000233204.1	0	1	0	0	0	0
ENSG00000178662.15	18	24	123	13	9	28
ENSG00000115339.13	97	38	348	53	40	25
ENSG00000235192.1	0	0	1	0	0	0
ENSG00000229195.1	0	0	0	0	0	0
ENSG00000232411.1	0	0	0	0	0	0
ENSG00000123607.14	334	135	393	231	174	145
ENSG00000224490.5	4	0	5	1	5	3
ENSG00000236107.8	1	0	1	1	0	0
ENSG00000144285.19	0	0	2	1	1	0
ENSG00000238813.1	0	0	0	0	0	0
ENSG00000222376.1	0	0	0	0	0	0
ENSG00000169432.15	565	90	570	382	104	130
ENSG00000136546.14	559	61	666	180	142	126
ENSG00000283657.1	0	0	0	0	0	0
ENSG00000163092.19	0	3	3	0	3	1
ENSG00000225182.1	0	0	0	0	0	0
ENSG00000254552.1	0	0	0	0	0	0
ENSG00000228222.1	0	0	0	0	0	0
ENSG00000238357.1	0	0	0	0	0	0
ENSG00000214211.2	0	0	1	0	0	0
ENSG00000235335.2	0	0	0	0	0	0
ENSG00000172318.5	1	0	0	0	1	0
ENSG00000198648.10	71	27	114	19	19	10
ENSG00000238259.1	0	0	0	0	0	0
ENSG00000241074.3	0	0	0	0	0	0
ENSG00000172292.14	445	110	225	366	110	120
ENSG00000265694.1	0	0	0	0	0	0
ENSG00000199348.1	0	0	0	0	0	0
ENSG00000227617.8	0	0	0	0	0	0
ENSG00000163072.15	335	154	211	160	117	138
ENSG00000152253.8	14	6	38	14	6	7
ENSG00000152254.10	0	0	0	0	0	0
ENSG00000073734.9	0	0	6	0	1	0
ENSG00000073737.16	32	17	488	21	9	23
ENSG00000235321.1	0	0	1	0	0	0
ENSG00000235995.1	0	0	0	0	0	0
ENSG00000081479.13	2048	1393	2397	2028	816	920
ENSG00000163093.11	22	5	31	7	2	4
ENSG00000251569.1	0	0	0	0	0	0
ENSG00000239474.6	2	1	2	3	2	0
ENSG00000138399.17	189	57	302	119	43	85
ENSG00000229827.1	0	0	0	0	0	0
ENSG00000138398.15	968	479	825	382	406	438
ENSG00000154479.12	2	1	2	1	1	0
ENSG00000226072.1	0	0	0	0	0	0
ENSG00000144362.11	16	9	15	8	2	5
ENSG00000213160.9	353	88	133	164	101	86
ENSG00000206961.1	0	0	0	0	0	0
ENSG00000231550.1	0	0	1	0	0	0
ENSG00000214369.2	0	0	0	0	0	0
ENSG00000138385.15	759	385	1052	482	241	372
ENSG00000138382.14	162	107	357	113	85	108
ENSG00000144357.16	1342	697	1489	534	770	619
ENSG00000227176.1	6	3	2	3	4	0
ENSG00000252807.1	0	0	0	0	0	0
ENSG00000071909.18	8	3	7	1	0	8
ENSG00000231898.8	0	1	0	0	0	0
ENSG00000214821.4	0	0	0	0	0	0
ENSG00000213981.8	2	1	0	0	0	0
ENSG00000275414.1	0	0	0	0	0	0
ENSG00000222033.1	4	11	6	0	1	21
ENSG00000204335.3	5	14	17	3	4	21
ENSG00000234350.4	6	5	8	1	1	3
ENSG00000128692.8	4	3	3	1	5	3
ENSG00000239467.5	3	1	3	1	1	3
ENSG00000222509.1	0	0	0	0	0	0
ENSG00000204334.7	3	4	2	0	4	9
ENSG00000128683.13	9	2	1	1	4	3
ENSG00000235934.1	0	0	0	0	0	0
ENSG00000115806.12	924	609	1905	550	771	755
ENSG00000198586.13	2415	2160	1890	652	1704	1351
ENSG00000123600.19	132	57	227	116	66	50
ENSG00000224553.1	0	0	0	0	0	0
ENSG00000115827.13	267	119	315	130	125	109
ENSG00000228507.1	0	1	0	0	0	0
ENSG00000234061.1	0	0	0	0	0	0
ENSG00000233762.3	1	1	6	1	1	3
ENSG00000071967.11	1100	213	895	824	227	209
ENSG00000233934.2	0	0	0	0	0	0
ENSG00000077380.15	1101	442	1728	682	547	563
ENSG00000115840.13	108	29	168	84	49	40
ENSG00000252779.1	0	0	0	0	0	0
ENSG00000128708.12	393	192	687	265	181	228
ENSG00000172878.13	37	9	41	24	6	10
ENSG00000144355.14	0	0	0	0	0	0
ENSG00000115844.10	1	0	0	0	0	0
ENSG00000236651.1	0	0	0	0	0	0
ENSG00000232555.1	4	1	2	0	0	0
ENSG00000278924.1	0	0	1	0	0	0
ENSG00000091409.14	5085	1929	4163	3525	1338	1772
ENSG00000226963.1	1	1	0	0	0	0
ENSG00000232788.1	4	4	1	5	4	4
ENSG00000225205.5	18	4	14	9	8	5
ENSG00000152256.13	186	89	374	90	178	100
ENSG00000199866.1	0	0	0	0	0	0
ENSG00000230104.1	0	0	0	0	0	0
ENSG00000228016.1	1	0	0	0	3	1
ENSG00000239041.1	0	0	0	0	0	0
ENSG00000091428.17	46	15	16	54	30	24
ENSG00000232292.1	0	0	0	0	0	0
ENSG00000091436.16	821	329	1148	794	331	335
ENSG00000238133.6	2	2	3	4	3	0
ENSG00000231735.1	0	0	0	0	0	0
ENSG00000236391.3	0	0	2	0	0	0
ENSG00000144354.13	82	36	285	58	25	34
ENSG00000213148.3	0	0	0	0	0	0
ENSG00000236832.1	0	0	0	0	0	0
ENSG00000226131.1	0	0	0	0	1	0
ENSG00000237016.1	4	3	0	0	0	1
ENSG00000237617.1	0	0	0	0	0	0
ENSG00000270460.1	0	0	0	0	0	1
ENSG00000234415.1	3	0	0	0	0	0
ENSG00000224638.1	0	0	0	0	1	0
ENSG00000172845.14	3516	2168	3419	1249	2289	1976
ENSG00000271151.1	45	23	3	1	13	11
ENSG00000273258.1	10	3	0	1	3	1
ENSG00000260868.1	18	10	83	12	19	19
ENSG00000235414.3	2	0	0	0	0	0
ENSG00000138430.15	594	254	1307	401	185	279
ENSG00000270799.1	2	1	0	1	1	1
ENSG00000243770.3	0	0	0	1	0	0
ENSG00000201088.1	0	0	0	0	0	0
ENSG00000227180.1	0	0	0	0	0	0
ENSG00000237804.1	0	0	0	0	0	0
ENSG00000231453.1	1	1	5	0	0	0
ENSG00000280414.1	0	0	0	0	0	0
ENSG00000217236.1	0	2	1	0	0	0
ENSG00000138433.15	515	303	557	205	286	266
ENSG00000144306.14	257	118	263	93	72	116
ENSG00000163328.13	294	104	42	263	89	94
ENSG00000226853.2	2	0	5	0	1	0
ENSG00000179997.8	0	0	0	0	0	0
ENSG00000279884.1	0	0	0	0	0	0
ENSG00000236449.1	16	23	45	12	11	32
ENSG00000206965.1	0	0	0	0	0	0
ENSG00000115935.17	1000	211	497	668	274	198
ENSG00000237798.1	2	0	0	0	1	0
ENSG00000235655.3	6	1	7	4	4	2
ENSG00000138435.15	4	5	1	1	5	4
ENSG00000128656.13	275	116	1029	182	91	180
ENSG00000212167.1	0	0	0	0	0	0
ENSG00000199827.1	0	0	0	0	0	0
ENSG00000227187.1	1	2	0	0	0	0
ENSG00000115966.16	837	284	831	466	284	304
ENSG00000277948.1	0	0	1	0	0	0
ENSG00000215973.1	0	0	0	0	0	0
ENSG00000229750.1	0	0	0	0	0	0
ENSG00000154518.9	816	179	1876	570	245	447
ENSG00000200121.2	0	0	0	0	0	0
ENSG00000233131.1	0	0	0	0	0	0
ENSG00000229066.1	1	0	0	0	0	0
ENSG00000223976.1	0	0	0	0	0	0
ENSG00000235047.1	0	0	0	0	0	0
ENSG00000229779.1	0	0	0	0	0	0
ENSG00000144320.13	533	230	719	225	327	339
ENSG00000174279.4	0	0	0	0	1	0
ENSG00000128714.5	2	0	3	0	0	0
ENSG00000170178.6	0	0	0	0	0	0
ENSG00000128713.13	0	0	3	0	0	0
ENSG00000128710.5	23	0	16	0	1	0
ENSG00000237380.6	1	0	1	0	1	0
ENSG00000128709.12	15	0	3	0	1	2
ENSG00000175879.8	9	0	5	4	9	0
ENSG00000128652.11	0	0	1	0	3	0
ENSG00000207744.1	0	0	0	0	0	0
ENSG00000278500.1	0	0	0	0	0	0
ENSG00000170166.5	0	0	0	0	0	0
ENSG00000224189.7	0	0	2	3	0	0
ENSG00000272729.1	0	1	0	0	0	0
ENSG00000226363.3	0	0	1	0	0	0
ENSG00000128645.14	0	0	0	0	0	0
ENSG00000283880.1	0	0	0	0	0	0
ENSG00000279160.1	0	0	0	0	0	0
ENSG00000218175.2	0	0	1	3	0	1
ENSG00000230384.1	0	0	0	0	0	0
ENSG00000128654.13	243	70	343	134	78	111
ENSG00000237260.1	0	0	1	0	0	0
ENSG00000229434.1	0	0	0	0	0	0
ENSG00000236231.1	0	0	0	0	0	0
ENSG00000283203.1	0	0	0	0	0	0
ENSG00000272551.1	0	0	0	0	0	0
ENSG00000163364.9	11	3	9	2	5	4
ENSG00000224577.1	0	0	0	1	1	0
ENSG00000252027.1	0	0	0	0	0	0
ENSG00000230552.5	1	0	0	0	0	0
ENSG00000237053.1	0	0	0	0	0	0
ENSG00000223777.1	0	0	0	0	0	0
ENSG00000279205.1	0	1	0	0	1	0
ENSG00000227098.1	0	0	0	1	0	0
ENSG00000206866.1	0	0	0	0	0	0
ENSG00000236501.5	0	0	1	0	0	0
ENSG00000251746.1	0	0	0	0	0	0
ENSG00000229337.1	0	0	0	0	0	0
ENSG00000226273.2	0	0	0	0	0	0
ENSG00000201102.1	0	0	0	0	0	0
ENSG00000213069.3	0	0	0	1	0	0
ENSG00000170144.20	1508	899	697	549	1016	460
ENSG00000284252.1	0	0	0	0	0	0
ENSG00000116044.15	1560	1034	1577	807	807	912
ENSG00000225808.1	5	6	3	1	0	0
ENSG00000265396.1	0	0	0	0	0	0
ENSG00000222043.2	5	0	3	1	2	2
ENSG00000213963.6	39	21	25	23	6	13
ENSG00000271825.1	0	0	0	0	0	0
ENSG00000271996.1	3	0	0	0	1	0
ENSG00000278418.1	0	0	0	0	0	0
ENSG00000280374.1	8	2	10	5	1	0
ENSG00000237178.2	0	1	0	0	0	0
ENSG00000238295.1	0	0	0	0	0	0
ENSG00000018510.14	794	275	921	484	279	351
ENSG00000196659.9	72	15	78	35	16	30
ENSG00000237655.1	0	0	0	0	0	0
ENSG00000197557.6	48	15	62	28	29	38
ENSG00000128655.17	0	0	2	1	0	0
ENSG00000284741.1	0	0	0	0	0	0
ENSG00000229941.5	0	0	0	0	0	0
ENSG00000236664.1	0	0	0	0	0	0
ENSG00000213962.2	0	0	0	0	0	0
ENSG00000229744.1	0	0	0	0	0	0
ENSG00000206788.1	0	0	0	0	0	0
ENSG00000249909.1	0	0	0	0	0	0
ENSG00000227241.1	0	0	0	0	0	0
ENSG00000155636.14	54	19	78	34	10	36
ENSG00000223096.1	0	0	0	0	0	0
ENSG00000079156.16	31	8	29	37	10	10
ENSG00000223960.6	79	24	47	42	28	21
ENSG00000180228.12	246	121	406	153	80	109
ENSG00000204311.13	4	5	4	4	2	0
ENSG00000238082.1	4	0	0	2	0	1
ENSG00000079150.17	71	18	196	63	24	34
ENSG00000116095.10	427	256	577	181	214	265
ENSG00000237298.9	125	48	107	109	53	58
ENSG00000155657.26	669	244	342	294	209	158
ENSG00000270956.1	8	2	6	5	3	1
ENSG00000270277.1	20	5	12	12	3	5
ENSG00000279598.1	31	22	14	13	12	10
ENSG00000271011.1	0	1	1	1	0	0
ENSG00000270574.1	18	9	14	10	6	4
ENSG00000271141.1	4	1	1	3	0	0
ENSG00000271401.1	1	1	0	1	0	0
ENSG00000267784.1	0	0	0	0	1	0
ENSG00000163492.15	106	13	26	21	13	15
ENSG00000238542.1	0	0	0	0	0	0
ENSG00000231541.1	0	0	0	0	0	0
ENSG00000187231.13	821	216	1129	403	264	195
ENSG00000237477.1	0	0	0	0	0	0
ENSG00000237964.3	0	0	0	0	0	0
ENSG00000144331.19	18	1	11	1	2	3
ENSG00000213126.2	0	0	0	0	0	0
ENSG00000221240.1	0	0	0	0	0	0
ENSG00000280636.1	0	0	0	0	0	0
ENSG00000202216.2	0	0	0	0	0	0
ENSG00000163510.13	374	230	427	213	193	195
ENSG00000270289.1	0	0	0	0	0	0
ENSG00000225258.1	0	0	0	0	0	0
ENSG00000281131.1	0	0	0	0	0	0
ENSG00000279559.1	0	0	0	0	0	0
ENSG00000226564.1	0	0	0	1	0	0
ENSG00000236667.1	0	0	0	0	0	0
ENSG00000170035.15	345	159	399	134	202	214
ENSG00000236153.1	0	0	0	0	0	0
ENSG00000238171.1	0	0	0	0	0	0
ENSG00000234663.6	1	2	0	1	5	1
ENSG00000266705.1	0	0	0	0	0	0
ENSG00000226681.1	0	0	0	0	0	0
ENSG00000115232.13	565	85	473	461	89	130
ENSG00000188452.13	123	21	77	90	24	29
ENSG00000162992.3	0	0	0	0	0	0
ENSG00000234595.1	0	0	0	0	0	0
ENSG00000225570.1	0	0	0	0	0	0
ENSG00000223873.1	0	0	0	0	0	0
ENSG00000221023.1	0	0	0	0	0	0
ENSG00000260742.1	14	3	4	4	8	7
ENSG00000138434.16	5203	3603	4982	1363	4804	3250
ENSG00000150722.10	17	9	8	2	20	4
ENSG00000213958.2	2	1	0	0	2	0
ENSG00000222418.1	0	0	0	0	0	0
ENSG00000115252.18	20	17	17	5	11	7
ENSG00000242121.3	0	0	0	0	0	0
ENSG00000077232.17	1342	421	1448	919	451	562
ENSG00000232430.1	0	0	0	0	0	0
ENSG00000212404.1	0	0	0	0	0	0
ENSG00000162998.4	1349	816	3027	174	393	1518
ENSG00000207178.1	0	0	0	0	0	0
ENSG00000061676.14	3533	1629	3627	1340	2013	1986
ENSG00000202141.1	0	0	1	0	0	1
ENSG00000221498.1	0	0	0	0	0	0
ENSG00000231203.1	0	0	0	0	0	0
ENSG00000162999.12	45	23	65	22	22	20
ENSG00000224643.5	0	0	0	0	0	0
ENSG00000163002.12	116	47	224	95	43	48
ENSG00000272800.1	1	1	0	0	1	0
ENSG00000213120.3	0	0	0	0	0	0
ENSG00000177855.8	5	4	7	6	1	2
ENSG00000234172.1	0	0	0	0	0	0
ENSG00000266808.1	0	0	0	0	0	0
ENSG00000283839.1	3	0	1	1	0	0
ENSG00000170396.7	2	1	7	0	2	1
ENSG00000237824.2	0	0	0	0	0	0
ENSG00000225406.1	1	0	0	2	0	1
ENSG00000212581.1	0	0	0	0	0	0
ENSG00000226747.6	0	1	0	0	0	0
ENSG00000188738.14	102	73	27	36	16	24
ENSG00000231646.5	0	0	0	0	0	0
ENSG00000224019.1	1	3	1	0	0	1
ENSG00000237877.6	10	5	5	4	2	3
ENSG00000226410.1	3	0	0	1	2	1
ENSG00000232568.2	4	1	1	1	0	0
ENSG00000259915.2	6	3	1	2	3	1
ENSG00000227692.1	3	0	4	2	2	3
ENSG00000065548.17	983	718	1554	519	518	621
ENSG00000224323.2	2	0	1	0	0	3
ENSG00000138448.11	5607	2940	6739	2537	2766	3016
ENSG00000227227.1	9	3	1	2	2	2
ENSG00000144369.12	2391	2397	3713	199	1931	1549
ENSG00000163012.3	2	6	19	1	4	1
ENSG00000226553.1	0	0	1	0	0	0
ENSG00000224063.5	88	40	53	18	46	22
ENSG00000222845.1	5	2	2	0	0	0
ENSG00000199626.1	0	0	0	0	0	0
ENSG00000064989.12	274	86	341	221	134	228
ENSG00000231739.2	1	0	1	0	0	0
ENSG00000003436.15	11536	8908	25011	2200	11143	8365
ENSG00000231689.2	11	3	11	0	6	2
ENSG00000235616.1	4	1	0	0	1	0
ENSG00000213115.2	8	4	10	3	4	3
ENSG00000200650.1	0	0	0	0	0	0
ENSG00000144366.15	2644	2170	4152	288	1781	843
ENSG00000207951.1	0	0	0	0	0	0
ENSG00000223523.1	0	3	0	0	0	0
ENSG00000174325.5	9	5	1	0	1	1
ENSG00000168542.14	16215	5525	50565	24814	5658	8349
ENSG00000221502.1	0	0	0	0	0	0
ENSG00000283238.1	0	0	0	0	0	0
ENSG00000284180.1	0	0	0	0	0	0
ENSG00000204262.12	2237	615	5002	2600	495	1110
ENSG00000228073.1	0	0	0	0	0	0
ENSG00000264725.1	0	0	0	0	0	0
ENSG00000213601.3	2	0	0	1	0	0
ENSG00000115368.9	397	161	634	238	156	136
ENSG00000233996.1	1	1	0	0	0	0
ENSG00000138449.10	6491	2380	10159	5718	3362	2658
ENSG00000276828.1	0	0	0	0	0	0
ENSG00000138381.9	695	424	1298	487	367	349
ENSG00000151687.14	85	27	54	37	23	25
ENSG00000128694.11	79	35	122	49	19	30
ENSG00000253559.1	0	0	1	0	0	0
ENSG00000273240.1	1	0	3	0	1	0
ENSG00000128699.13	646	255	613	262	168	217
ENSG00000064933.17	219	82	300	124	82	69
ENSG00000187699.10	267	260	840	23	125	381
ENSG00000223824.1	0	0	0	0	0	0
ENSG00000204253.4	1	1	0	1	0	0
ENSG00000213110.2	0	0	0	0	0	0
ENSG00000138379.4	1	1	0	0	0	1
ENSG00000198130.15	240	72	281	148	62	94
ENSG00000151689.12	134	36	98	98	50	55
ENSG00000151690.14	418	187	339	116	315	403
ENSG00000272979.1	1	2	0	1	1	0
ENSG00000189362.11	64	21	122	34	26	28
ENSG00000233654.1	0	0	1	0	0	0
ENSG00000251935.1	0	0	0	0	0	0
ENSG00000284052.1	7	0	3	2	1	2
ENSG00000138386.16	630	132	444	410	185	205
ENSG00000228509.5	0	1	2	0	0	1
ENSG00000235852.1	1	1	3	0	1	0
ENSG00000115419.12	810	223	546	562	283	144
ENSG00000115415.18	1150	395	1717	2118	407	423
ENSG00000229023.1	2	0	2	1	0	0
ENSG00000230686.1	0	0	0	0	0	0
ENSG00000231858.5	0	0	0	0	0	0
ENSG00000138378.18	69	37	218	30	7	9
ENSG00000207402.1	0	0	0	0	0	0
ENSG00000280083.1	10	11	21	1	3	2
ENSG00000230611.1	1	1	4	0	1	0
ENSG00000227542.1	3	1	3	1	1	0
ENSG00000128641.18	1621	814	2437	952	552	771
ENSG00000252130.1	0	0	0	0	0	0
ENSG00000173559.12	1946	835	1156	373	625	481
ENSG00000274845.1	4	0	0	0	0	0
ENSG00000225884.2	0	0	0	0	0	0
ENSG00000168497.4	1389	213	341	419	366	295
ENSG00000233766.7	1	0	1	0	0	0
ENSG00000213946.3	0	0	0	0	1	0
ENSG00000144339.11	0	2	0	1	0	0
ENSG00000229395.1	0	0	0	0	0	0
ENSG00000232227.5	0	0	0	0	0	0
ENSG00000227418.6	0	0	0	0	0	0
ENSG00000226242.1	0	0	0	0	0	0
ENSG00000278406.1	0	0	0	0	0	0
ENSG00000232658.1	0	1	0	0	0	0
ENSG00000235218.2	0	0	0	0	0	0
ENSG00000224219.1	0	0	0	0	0	0
ENSG00000260142.1	1	0	0	0	0	0
ENSG00000224670.1	0	0	0	1	0	0
ENSG00000215043.2	0	0	0	0	0	0
ENSG00000236695.1	0	0	0	0	0	0
ENSG00000225539.5	0	0	0	0	0	0
ENSG00000225394.1	0	0	0	0	0	0
ENSG00000276123.1	0	0	0	0	0	0
ENSG00000252517.1	0	0	0	0	0	0
ENSG00000230173.1	0	0	0	0	0	0
ENSG00000235056.1	0	0	0	0	0	0
ENSG00000224099.1	0	0	0	0	0	0
ENSG00000271893.1	0	0	0	0	0	0
ENSG00000202206.1	0	0	0	0	0	0
ENSG00000223466.1	0	0	0	0	0	0
ENSG00000234919.1	0	0	1	0	0	0
ENSG00000196950.13	945	350	1996	528	337	440
ENSG00000213107.2	0	0	0	0	0	0
ENSG00000201813.1	0	0	0	0	0	0
ENSG00000118997.13	9	6	1	0	1	1
ENSG00000203435.2	0	0	0	0	1	0
ENSG00000227878.2	0	0	0	0	0	0
ENSG00000081320.10	856	274	573	528	139	333
ENSG00000272211.1	5	12	2	2	5	2
ENSG00000138411.12	1225	404	127	626	224	253
ENSG00000229056.2	129	57	12	56	21	56
ENSG00000276200.1	0	0	0	0	0	0
ENSG00000282836.1	0	0	0	0	0	0
ENSG00000144395.17	19	11	17	14	2	7
ENSG00000252923.1	0	0	0	0	0	0
ENSG00000119041.10	640	292	881	336	280	345
ENSG00000187944.2	0	0	0	2	1	0
ENSG00000280176.1	0	0	0	0	0	0
ENSG00000197121.14	567	307	829	277	185	161
ENSG00000065413.19	562	141	208	298	83	122
ENSG00000225636.1	1	0	0	0	0	0
ENSG00000224442.1	1	1	0	0	0	0
ENSG00000231621.1	0	0	0	0	0	0
ENSG00000236977.1	1	3	0	0	1	1
ENSG00000230482.1	0	0	0	1	0	0
ENSG00000225979.1	0	0	0	0	0	0
ENSG00000213104.3	0	1	0	0	0	0
ENSG00000115524.15	5596	2346	4596	2338	2431	2306
ENSG00000202434.1	0	0	0	0	0	0
ENSG00000206836.1	0	0	0	0	0	0
ENSG00000115520.8	505	296	1151	182	295	344
ENSG00000144381.16	2175	786	5259	2634	737	1022
ENSG00000115541.10	356	123	789	357	88	160
ENSG00000270757.1	1	0	1	1	0	0
ENSG00000115540.14	472	284	638	174	199	235
ENSG00000231699.1	0	0	0	0	0	1
ENSG00000162944.10	358	94	58	70	90	104
ENSG00000222017.1	0	0	2	0	0	0
ENSG00000247626.4	40	17	55	32	13	22
ENSG00000152430.17	2	2	0	0	0	0
ENSG00000115896.15	176	65	232	143	69	81
ENSG00000237035.1	0	0	0	0	0	0
ENSG00000236653.2	0	0	0	0	0	0
ENSG00000225421.2	0	0	0	0	0	0
ENSG00000231557.1	0	0	0	0	0	0
ENSG00000230407.1	0	1	0	0	0	0
ENSG00000238698.1	0	0	0	0	0	0
ENSG00000119042.16	34	25	10	19	23	25
ENSG00000257045.1	0	0	0	0	0	0
ENSG00000225953.2	0	0	0	0	0	0
ENSG00000238217.5	0	0	0	0	0	0
ENSG00000213938.3	0	0	0	0	0	0
ENSG00000226124.7	8	1	10	8	3	1
ENSG00000232732.9	3	0	1	0	0	0
ENSG00000227004.2	0	0	0	0	0	0
ENSG00000240302.3	0	0	0	0	0	0
ENSG00000178074.5	194	88	282	93	77	84
ENSG00000162971.10	182	89	119	68	71	49
ENSG00000162972.10	110	38	210	67	51	69
ENSG00000196141.13	984	299	753	969	339	363
ENSG00000201649.1	0	0	0	0	0	0
ENSG00000155729.12	200	96	210	100	97	91
ENSG00000163535.17	87	38	190	75	40	38
ENSG00000138356.13	621	121	77	19	117	515
ENSG00000244301.6	2	1	0	0	0	0
ENSG00000284084.1	0	0	0	0	0	0
ENSG00000237166.1	2	2	1	3	3	2
ENSG00000243478.9	1	0	0	0	1	0
ENSG00000201737.1	0	0	0	0	0	0
ENSG00000230408.3	1	1	1	0	0	0
ENSG00000082153.17	2195	1143	3988	1101	1423	1325
ENSG00000207116.1	0	0	0	0	0	0
ENSG00000224346.1	0	0	0	0	0	0
ENSG00000223092.1	0	0	0	0	0	0
ENSG00000013441.15	2271	708	642	640	727	457
ENSG00000252759.1	0	0	0	0	0	0
ENSG00000240344.8	119	63	278	77	46	53
ENSG00000201499.1	0	0	0	0	0	0
ENSG00000196290.14	249	136	423	132	153	153
ENSG00000252916.1	0	0	0	0	0	0
ENSG00000115942.8	359	184	534	180	147	162
ENSG00000183308.6	3	2	0	2	0	0
ENSG00000155744.9	1091	471	686	214	467	332
ENSG00000225695.1	11	9	1	2	4	0
ENSG00000226658.1	6	2	1	0	1	1
ENSG00000119013.8	276	103	491	165	70	125
ENSG00000252148.1	0	0	0	0	0	0
ENSG00000273975.1	3	0	0	0	0	0
ENSG00000232719.1	3	0	0	1	0	1
ENSG00000224672.4	0	0	0	0	0	0
ENSG00000003402.19	3255	1052	1674	1103	1180	948
ENSG00000232133.1	0	0	0	0	0	0
ENSG00000226312.7	113	32	18	14	21	10
ENSG00000238829.1	0	0	0	0	0	0
ENSG00000235579.1	4	1	0	0	1	0
ENSG00000234431.2	0	0	0	0	0	0
ENSG00000003400.14	285	62	127	317	115	121
ENSG00000227348.1	2	0	0	0	1	0
